,Project ID,Project Name,Voluntary Registry,ARB/WAProject,Voluntary Status,Scope, Type,Reduction / Removal,Methodology / Protocol,Region,Total Credits Issued,Estimated Annual Emission Reductions,Registry / ARB / WA,CCB / Certifications,Project Type From the Registry,K_cluster,DB_cluster
100,ACR207,Improvements in Vehicle Efficiency for Crete Carrier Corp,ACR,No,Completed,Transportation,Fleet Efficiency,Reduction,AMS-III.BC.: Emissions Reductions through Improved Efficiency of Vehicle Fleet,North America,267128.0,0.0,ACR,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",Transport / Fleet Efficiency,12,-1
101,ACR208,RR ACR 2014,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,315794.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
102,ACR209,Finite Carbon - Weyerhaeuser Company IFM 1,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,0.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,2
103,ACR210,Huron Mountain Club Forest Carbon Project,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,1234755.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
104,ACR211,White Mountain Apache Tribe Forest Carbon Project,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,4330232.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
105,ACR212,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,1387888.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
106,ACR213,EOS ACR 213,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,127664.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
107,ACR214,EOS ACR 214,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,145580.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
108,ACR215,Açu Renewable Energy Project,ACR,No,Canceled,Renewable Energy,Biomass,Reduction,AMS-I.E.: Switch from non-renewable biomass for thermal applications by the user,Latin America and the Caribbean,0.0,0.0,ACR,06: Clean Water and Sanitation;07: Affordable and Clean Energy;13: Climate Action;15: Life on Land,Fuel Switching,12,-1
109,ACR216,Renewable Energy Project in the State of Ceará,ACR,No,Canceled,Renewable Energy,Biomass,Reduction,AMS-I.E.: Switch from non-renewable biomass for thermal applications by the user,Latin America and the Caribbean,0.0,0.0,ACR,06: Clean Water and Sanitation;07: Affordable and Clean Energy;13: Climate Action;15: Life on Land,Fuel Switching,12,-1
110,ACR217,São Luís Renewable Energy Project,ACR,No,Canceled,Renewable Energy,Biomass,Reduction,AMS-I.E.: Switch from non-renewable biomass for thermal applications by the user,Latin America and the Caribbean,0.0,0.0,ACR,06: Clean Water and Sanitation;07: Affordable and Clean Energy;13: Climate Action;15: Life on Land,Fuel Switching,12,-1
111,ACR218,Seridó Renewable Energy Project,ACR,No,Canceled,Renewable Energy,Biomass,Reduction,AMS-I.E.: Switch from non-renewable biomass for thermal applications by the user,Latin America and the Caribbean,0.0,0.0,ACR,06: Clean Water and Sanitation;07: Affordable and Clean Energy;13: Climate Action;15: Life on Land,Fuel Switching,12,-1
112,ACR219,Low Carbon Agriculture: Composting Project in Brazil,ACR,No,Canceled,Waste Management,Composting,Reduction,ACM0010: Consolidated baseline methodology for GHG emission reductions from manure management systems,Latin America and the Caribbean,0.0,0.0,ACR,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Livestock Waste Management,12,-1
113,ACR220,Araripina Renewable Energy Project,ACR,No,Canceled,Renewable Energy,Biomass,Reduction,AMS-I.E.: Switch from non-renewable biomass for thermal applications by the user,Latin America and the Caribbean,0.0,0.0,ACR,06: Clean Water and Sanitation;07: Affordable and Clean Energy;13: Climate Action;15: Life on Land,Fuel Switching,12,-1
114,ACR221,Wabashco Clean Sweep 3,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,112378.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
115,ACR222,Prairie Pothole Avoided Conversion of Grasslands and Shrublands,ACR,No,Registered,Forestry & Land Use,Avoided Grassland Conversion,Reduction,Avoided Conversion of Grasslands and Shrublands to Crop Production,North America,144601.0,0.0,ACR,03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Agricultural Land Management,12,-1
116,ACR223,Transformer Oil Reclamation Project,ACR,No,Completed,Industrial & Commercial,Oil Recycling,Reduction,Reduction in Emissions from the Recycling of Transformer Oil,North America,378561.0,0.0,ACR,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
117,ACR224,"SANTOS ENERGIA WIND POWER COMPLEX: SANTO ANTÔNIO DE PÁDUA, SÃO CRISTÓVÃO AND SÃO JORGE",ACR,No,Completed,Renewable Energy,Wind,Reduction,ACM0002: Consolidated baseline methodology for grid-connected electricity generation from renewable sources,Latin America and the Caribbean,468053.0,0.0,ACR,07: Affordable and Clean Energy;11: Sustainable Cities and Communities;13: Climate Action,Renewable Energy,12,-1
118,ACR225,Wabashco Clean Sweep 4,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,110003.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
119,ACR226,Marshall County VAM Abatement Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,1660307.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
120,ACR227,RR ACR 2014 756,ACR,No,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,0.0,0.0,ACR,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,-1
121,ACR228,RR ACR 2014 758,ACR,No,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,0.0,0.0,ACR,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,-1
122,ACR229,RR ACR 2014 768,ACR,No,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,0.0,0.0,ACR,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,-1
123,ACR230,Emission Reductions in Midsouth Rice Management Systems,ACR,No,Completed,Agriculture,Rice Emission Reductions,Reduction,Emission Reductions in Rice Management Systems,North America,395.0,0.0,ACR,02: Zero Hunger;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Agricultural Land Management,12,-1
124,ACR231,Emission Reductions in California Rice Management Systems – System 2,ACR,No,Canceled,Agriculture,Rice Emission Reductions,Reduction,Emission Reductions in Rice Management Systems,North America,0.0,0.0,ACR,02: Zero Hunger;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Agricultural Land Management,12,-1
125,ACR232,The Dry Creek Dairy Biofactory Project,ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,298204.0,0.0,ARB,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Livestock Waste Management,5,-1
126,ACR233,Double A Dairy,ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,294783.0,0.0,ARB,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Livestock Waste Management,5,-1
127,ACR234,Alliance Dairy,ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,84219.0,0.0,ARB,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Livestock Waste Management,5,-1
128,ACR235,"Synergy Biogas, LLC",ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,48409.0,0.0,ARB,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Livestock Waste Management,5,-1
129,ACR236,Green Meadow Farm,ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,19252.0,0.0,ARB,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Livestock Waste Management,5,-1
130,ACR237,Blue Source - Hawthorne Ten Mile Watershed Improved Forest Management Project,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,0.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,2
131,ACR238,Willet Dairy,ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,114740.0,0.0,ARB,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Livestock Waste Management,5,-1
132,ACR239,"Edaleen Cow Power, LLC",ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,42727.0,0.0,ARB,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Livestock Waste Management,5,-1
133,ACR240,EOS ACR 240,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,129700.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
134,ACR241,Gardeau Crest Dairy,ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,91842.0,0.0,ARB,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Livestock Waste Management,5,-1
135,ACR242,Cambria 33 Abandoned Mine Methane Capture and Use Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,188612.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
136,ACR243,Elk Creek Coal Mine Methane Destruction & Utilization Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,266263.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
137,ACR244,Wabashco Clean Sweep 5,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,57589.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
138,ACR245,Storrie Fire Reforestation Compliance Project,ACR,Compliance,,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,0.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,-1
139,ACR246,Devil Fire Reforestation Compliance Project,ACR,Compliance,,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,0.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,-1
140,ACR247,Finite Carbon - The Forestland Group Chateaugay Woodlands IFM,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,677605.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
141,ACR248,Cumberland Forest Highlands IFM,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,3069391.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
142,ACR249,Finite Carbon - Lyme Wyoming IFM,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,4901600.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
143,ACR250,Clear Heart,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,0.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,2
144,ACR251,Glasscock Island,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,347614.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,2
145,ACR252,EOS ACR 252,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,140736.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
146,ACR253,EOS ACR 253,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,135017.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
