,Project ID,Project Name,Voluntary Registry,ARB/WAProject,Voluntary Status,Scope, Type,Reduction / Removal,Methodology / Protocol,Region,Total Credits Issued,Estimated Annual Emission Reductions,Registry / ARB / WA,CCB / Certifications,Project Type From the Registry,K_cluster,DB_cluster
349,ACR496,A-Gas 2019-Misc,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,51610.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
350,ACR497,A-Gas 2019-8,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,42038.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
351,ACR498,Bluesource - Two-Hearted Improved Forest Management Project,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,0.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,2
352,ACR499,Anew - Kootznoowoo Native Community Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,531971.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
353,ACR500,Tradewater ODS 27,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,106355.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
354,ACR501,HFC Emissions Reduction in Spray Foam by Replacement of HFC-245fa Blowing Agent with Solstice LBA® (HFO-1233zd(E)) 2017,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,22304.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
355,ACR502,HFC Emissions Reduction in Spray Foam by Replacement of HFC-245fa Blowing Agent with Solstice LBA® (HFO-1233zd(E)) 2018,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,26208.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
356,ACR503,A-Gas 2019-9,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,136444.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
357,ACR505,Anew - Sharp Bingham Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,60579.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
358,ACR506,Anew - Greenleaf Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,595760.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
359,ACR507,Anew - Pennsylvania Ridges Forestry Project,ACR,No,Canceled,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,135890.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
360,ACR508,Otter Creek IFM,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,81486.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
361,ACR509,Kite Hammock IFM,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,117490.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
362,ACR510,Hudson Tech 2019-6,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,70400.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
363,ACR514,HFC Emissions Reduction in Spray Foam by Replacement of HFC-245fa Blowing Agent with Solstice LBA® (HFO-1233zd(E)) 2016b,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,55566.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
364,ACR515,HFC Emissions Reduction in Spray Foam by Replacement of HFC-245fa Blowing Agent with Solstice LBA® (HFO-1233zd(E)) 2017b,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,121764.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
365,ACR516,HFC Emissions Reduction in Spray Foam by Replacement of HFC-245fa Blowing Agent with Solstice LBA® (HFO-1233zd(E)) 2018b,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,130336.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
366,ACR517,Tradewater ODS 28,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,129697.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
367,ACR518,Anew - Burnt Mountain Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,124266.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
368,ACR519,Cold Hollow Carbon - Improved Forest Management Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,142250.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
369,ACR520,Tradewater ODS 29,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,79438.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
370,ACR521,A-Gas 1-2020,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,62007.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
371,ACR522,A-Gas 2-2020,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,94565.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
372,ACR523,Hudson Tech 2019-7,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,118763.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
373,ACR524,Foam Blowing Agent 001,ACR,No,Canceled,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,0.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
374,ACR526,Advanced Refrigeration CAL - ARS  001B,ACR,No,Completed,Chemical Processes,Advanced Refrigerants,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,21141.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
375,ACR527,Advanced Refrigeration CAN - ARS 001C,ACR,No,Completed,Chemical Processes,Advanced Refrigerants,Reduction,Advanced Refrigeration Systems,North America,17453.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
376,ACR528,Advanced Refrigeration CAL - ARS 002B,ACR,No,Completed,Chemical Processes,Advanced Refrigerants,Reduction,Advanced Refrigeration Systems,North America,41381.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
377,ACR529,Advanced Refrigeration CAN - ARS 002C,ACR,No,Completed,Chemical Processes,Advanced Refrigerants,Reduction,Advanced Refrigeration Systems,North America,32468.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
378,ACR530,Advanced Refrigeration CAL - ARS 003B,ACR,No,Completed,Chemical Processes,Advanced Refrigerants,Reduction,Advanced Refrigeration Systems,North America,52251.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
379,ACR531,Advanced Refrigeration CAN - ARS 003C,ACR,No,Completed,Chemical Processes,Advanced Refrigerants,Reduction,Advanced Refrigeration Systems,North America,37043.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
380,ACR532,Tradewater ODS 30,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,108679.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
381,ACR533,A-Gas 3-2020,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,81042.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
382,ACR534,Anew - Shaan Seet Native Community Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,245812.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
383,ACR535,Hudson Tech 2020-1,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,89632.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
384,ACR536,Tradewater ODS 31,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,89898.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
385,ACR537,Wabash Abandoned Mine Methane Recovery Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,72613.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
386,ACR538,Hudson Tech 2020-2,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,58481.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
387,ACR539,Puget Sound Energy Baker-White River Forest Carbon Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,274101.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
388,ACR540,Pinnacle Mine Methane Incineration Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,15657.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
389,ACR542,Orient 6 Abandoned Mine Methane Recovery Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,69492.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
390,ACR543,Tradewater ODS 32,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,71885.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
391,ACR544,Hubbard Creek Coal Gas Incineration Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,162702.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
392,ACR545,WMMC2,ACR,No,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,0.0,0.0,ACR,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,-1
393,ACR546,Middle Fork Abandoned Mine Methane Recovery Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,54284.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
394,ACR547,Tradewater ODS 33,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,56697.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
395,ACR548,Perennial CN9-2 AMM FLARE PROJECT,ACR,No,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,0.0,0.0,ACR,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,-1
396,ACR549,Bluesource - Spirit Falls Improved Forest Management Project,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,550289.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
397,ACR550,Hudson Tech 2020-3,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,59364.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
398,ACR551,Foam Blowing Agent Project 001L,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,526103.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
399,ACR552,Foam Blowing Agent Project 002E,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,333499.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
400,ACR553,Bluesource - Cypress Improved Forest Management Project,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,0.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,2
401,ACR554,Finite Carbon - Opal Mountain Ranch IFM,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,386029.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
402,ACR555,Anew - Navajo Nation Forestry Project,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,0.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,2
403,ACR556,Foam Blowing Agent Project 005,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,1666749.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
404,ACR557,Hudson Tech HFC Reclamation Project 2020-1,ACR,No,Completed,Chemical Processes,HFC Refrigerant Reclamation,Reduction,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",North America,269803.0,0.0,ACR,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
405,ACR558,Finite Carbon - Park Forestry IFM,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,307278.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
406,ACR560,Mine 84 Abandoned Mine Methane Recovery Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,287599.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
407,ACR561,Tradewater ODS 34,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,101273.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
408,ACR562,Finite Carbon - Hiawatha Sportsman's Club IFM,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,486849.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
409,ACR564,Tradewater HFC Reclamation,ACR,No,Completed,Chemical Processes,HFC Refrigerant Reclamation,Reduction,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",North America,10352.0,0.0,ACR,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
410,ACR566,Anew - 100-Mile Wilderness  Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,84543.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
411,ACR568,Spray Foam Omega 2,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,730969.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
412,ACR569,Anew - East Branch  Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,86610.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
413,ACR570,Forest Carbon Works Rowan Family Forest Project,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,30279.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
414,ACR571,Finite Carbon - AMC Maine Woods Initiative IFM,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,732351.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
415,ACR572,Pattiki 2 Abandoned Mine Methane Recovery Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,81829.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
416,ACR573,A-Gas V1,ACR,No,Completed,Chemical Processes,HFC Refrigerant Reclamation,Reduction,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",North America,83702.0,0.0,ACR,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
417,ACR574,The Nature Conservancy Washington Rainforest Renewal Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,94870.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action;15: Life on Land",Forest Carbon,16,3
418,ACR576,Anew - Rainier Gateway Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,31755.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
419,ACR577,Tradewater ODS 35,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,80326.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
420,ACR578,New Era Abandoned Mine Methane Recovery Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,240965.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
421,ACR579,Tennessee Nature Conservance/UT AgResearch Working Woodlands Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,114812.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
422,ACR580,Pleasant Hill Abandoned Mine Methane Recovery Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,7471.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
423,ACR581,Staten Island CA,ACR,No,Listed,Forestry & Land Use,Wetland Restoration,Mixed,Restoration of California Deltaic and Coastal Wetlands,North America,0.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Wetland Restoration,12,-1
424,ACR582,Hudson Tech 2020-4,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,56334.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
425,ACR583,A-Gas V2,ACR,No,Completed,Chemical Processes,HFC Refrigerant Reclamation,Reduction,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",North America,23045.0,0.0,ACR,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
426,ACR584,A-Gas V3,ACR,No,Completed,Chemical Processes,HFC Refrigerant Reclamation,Reduction,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",North America,16515.0,0.0,ACR,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
