project_id,project_name,voluntary_registry,arborwaproject,voluntary_status,scope,type,reduction_or_removal,methodology_or_protocol,region,country,state,project_site_location,project_developer,total_credits_issued,total_credits_retired,total_credits_remaining,total_buffer_pool_deposits,reversals_covered_by_buffer_pool,reversals_not_covered_by_buffer,first_year_of_project_(vintage),year_unknown,project_owner,offset_project_operator,authorized_project_designee,verifier,estimated_annual_emission_reductions,pers,registry_or_arb_or_wa,arb_project_detail,arb_id,poa_idoraggregate_id,corsia_eligible,project_listed,project_registered,ccb_or_certifications,project_type_from_the_registry,registry_documents,project_website,notes_from_registry,notes_from_berkeley_carbon_trading_project,added_to_database_version_-_with_data_through,unnamed:_158,"1st_issuance_yr_(no_hard_code,_hide)",unnamed:_160
GS10797, Himalayan Rocket Stove Project in India,GOLD,No,Gold Standard Certified Design,Household & Community,Cookstoves,Reduction,GS TPDDTEC v3.1,Southern Asia,India, , ,Swiss Carbon Value Ltd.,0.0,0.0,0.0,0.0,,,,0.0, , , , ,196195, ,GOLD, , , ,No, , , ,Energy Efficiency - Public Sector,https://registry.goldstandard.org/projects?q=GS10797, , , ,v 1  12-2020,,0.0,1.0
GS4614,Solar Water Heater Program In India-CPA-3,GOLD,No,Gold Standard Certified Project,Renewable Energy,Solar Water Heaters,Reduction,AMS-I.C. Thermal energy production with or without electricity,Southern Asia,India, , ,Nuetech Solar Systems Private Limited,92217.0,25488.0,66729.0,0.0,,,2015.0,0.0, , , , ,34654, ,GOLD, , ,3378,No, , , ,Solar Thermal - Heat,https://registry.goldstandard.org/projects?q=GS4614, , , ,v 1  12-2020,,2015.0,1.0
VCS2688,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-011,VCS,No,Verification approval requested,Household & Community,Cookstoves,Reduction,AMS-II.G.,Sub-Saharan Africa,Madagascar, , ,Korea Carbon Management Ltd,70782.0,0.0,70782.0,0.0,,,2021.0,0.0, , , , ,37950, ,VCS, , , , , ,2022-11-14 00:00:00, ,Energy demand,https://registry.verra.org/app/projectDetail/VCS/2688, , , ,v 6  11-2022,,2021.0,1.0
GS7595,GS7591 VPA 10 Northern Uganda Safe Water Project,GOLD,No,Gold Standard Certified Design,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub-Saharan Africa,Uganda, , ,CO2balance UK ltd,0.0,0.0,0.0,0.0,,,,0.0, , , , ,60000, ,GOLD, , ,7591.0,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS7595, , , ,v 1  12-2020,,0.0,1.0
ACR613,Anew - Bluestone Forestry Project,ACR,No,Listed,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,United States,WEST VIRGINIA,Beckley,Blue Source,0.0,0.0,0.0,0.0,,,,0.0, , , ,"TUV SUD America, Inc.  Ruby Canyon", , ,ACR,Not ARB or Ecology Eligible, , , , , , ,Forest Carbon,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=613, , , ,v 2  05-2021,,0.0,1.0
VCS981,Pacajai REDD+ Project,VCS,No,On Hold - see notification letter,Forestry & Land Use,REDD+,Reduction,VM0015,Latin America and the Caribbean,Brazil, , ,Avoided Deforestation Project (Manaus) Limited (“A,10060355.0,5228935.0,4831420.0,1348671.0,,,2012.0,0.0, , , , ,264116.0, ,VCS, , , , , ,2020-04-06 00:00:00, ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/981, , , ,v 1  12-2020,,2012.0,1.0
CAR1246,Woodcrest Dairy Digester,CAR,Compliance,Registered,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,United States,NEW YORK,Ogdensburg,"Camco Offsets I, LLC",75640.0,30247.0,45393.0,0.0,,,2017.0,18113.0,"Camco Offsets I, LLC","Woodcrest Dairy, LLC","Camco Offsets I, LLC",SCS Engineers, , ,ARB,Active ARB Project,CALS5346, ,No,2017-01-24 00:00:00,2017-10-20 00:00:00, ,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1246, , , ,v 1  12-2020,,2017.0,1.0
GS3520,GS1340 Efficient cookstoves in Burkina Faso - VPA-06 - tiipaalga F3PA cookstoves in Bam and Loroum,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS MS Simplified Methodology for Efficient Cookstoves v1.,Sub-Saharan Africa,Burkina Faso, , ,Tiipaalga,53376.0,11539.0,41837.0,0.0,,,2015.0,0.0, , , , ,8825, ,GOLD, , ,1340,Yes, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS3520, , , ,v 1  12-2020,,2015.0,1.0
CAR1804,"Captura de Carbono en los Bosques de ConÌferas y Latifoliadas  del Ejido La Victoria y Anexos, Municipio de Pueblo Nuevo, Estado de Durango, MÈxico",CAR,No,Listed,Forestry & Land Use,Improved Forest Management,Mixed, ,Latin America and the Caribbean,Mexico,DURANGO,"Carr. Durango Mazatlan, Km 102, Centro, El Salto","SERVICIO Y CONSULTORIA AMBIENTAL Y FORESTAL, S. DE .R.L. DE C.V.",0.0,0.0,0.0,0.0,,,,0.0,EJIDO LA VICTORIA Y ANEXOS, , , , , ,CAR,Not ARB Eligible, , ,No,2023-12-13 00:00:00, , ,Forestry - MX,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1804, , , ,v10  12-2023,,0.0,1.0
GS7577,The Garner Sustainable Biomass and Renewable Energy Programme ,GOLD,No,Gold Standard Certified Design,Household & Community,Cookstoves,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,Sub-Saharan Africa,Mozambique, , ,Garner Advisors LLC,0.0,0.0,0.0,0.0,,,,0.0, , , , ,100000, ,GOLD, , ,7577.0,No, , , ,"Biomass, or Liquid Biofuel - Heat",https://registry.goldstandard.org/projects?q=GS7577, , , ,v 1  12-2020,,0.0,1.0
VCS4724,Xinjiang Altay Improved Grassland Management Project,VCS,No,Under validation,Forestry & Land Use,Sustainable Grassland Management,Mixed,VM0026,Eastern Asia,China, , ,"Xinjiang Altay City Zhujin Investment Co., Ltd.",0.0,0.0,0.0,0.0,,,,0.0, , , , ,467175.0, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/4724, , , ,v11  03-2024,,0.0,1.0
CAR906,WSO 2011 2,CAR,Early Action,Completed,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction, ,North America,United States,OHIO,Wood County; Bowling Green,"Wilshire Stanford Offsets, LLC",46215.0,46215.0,0.0,0.0,,,2012.0,0.0,"Wilshire Stanford Offsets, LLC", , , , , ,ARB,Not ARB Eligible, , ,No,2011-09-30 00:00:00,2012-03-26 00:00:00, ,Ozone Depleting Substances - U.S.,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=906, , , ,v 1  12-2020,,2012.0,1.0
GS1139,Gauteng Free State Mpumalanga Limpopo & Northern Cape CFL Replacement Project (1) in South Africa,GOLD,No,Gold Standard Certified Design,Household & Community,Lighting,Reduction,AMS-II.J. Demand-side activities for efficient lighting technologies ,Sub-Saharan Africa,South Africa, , ,Eskom Holdings SOC Limited,0.0,0.0,0.0,0.0,,,,0.0, , , , ,53022, ,GOLD, , , ,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS1139, , , ,v 1  12-2020,,0.0,1.0
ACR850,Perennial CMM HRS Dent's Run Flare Project,ACR,No, ,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,United States,WEST VIRGINIA,5 Dent's Run,Perennial CMM LLC,0.0,0.0,0.0,0.0,,,,0.0, , , ,"Agri-Waste Technology, Inc.", , ,ACR,Listed - Proposed Project,CAMM5850, , , , , ,Coal Mine Methane,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=850,www.perennialcmm.com, , ,v 8  05-2023,,0.0,1.0
VCS852,Rio Bravo Climate Action Project,VCS,No,Registered,Forestry & Land Use,REDD+,Reduction,VM0007,Latin America and the Caribbean,Belize, , ,Programme for Belize,1777826.0,814029.0,963797.0,283023.0,,,2010.0,0.0, , , , ,94970.0, ,VCS, , , , , ,2020-04-06 00:00:00, ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/852, , , ,v 1  12-2020,,2010.0,1.0
GS4240,Bagepalli CDM Reforestation Programme ,GOLD,No,Gold Standard Certified Project,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,Southern Asia,India, , ,Agricultural Development and Training Society,91092.0,50085.0,41007.0,18224.0,,,2005.0,0.0, , , , ,92103, ,GOLD, , , ,No, , , ,A/R,https://registry.goldstandard.org/projects?q=GS4240, , , ,v 1  12-2020,,2005.0,1.0
VCS5012,Heilongjiang Datong Improved Agricultural Land Management Project,VCS,No,Under development,Agriculture,Sustainable Agriculture,Mixed,VM0042,Eastern Asia,China, , ,Multiple Proponents,0.0,0.0,0.0,0.0,,,,0.0, , , , ,123249.0, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/5012, , , ,v11  03-2024,,0.0,1.0
VCS2753,Sustainable Biogas Project for Community Empowerment,VCS,No,Registered,Household & Community,Biodigesters,Reduction,AMS-I.E.,Southern Asia,India, , ,Green Solutions,36799.0,0.0,36799.0,0.0,,,2020.0,0.0, , , , ,38236, ,VCS, , , , , ,2023-10-04 00:00:00, ,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://registry.verra.org/app/projectDetail/VCS/2753, , , ,v 5  03-2022,,2020.0,1.0
VCS4566,Muyuan Suzhou AWMS GHG Mitigation Project in Anhui Province,VCS,No,Registration requested,Agriculture,Manure Methane Digester,Reduction,ACM0010,Eastern Asia,China, , ,"Muyuan Foods Co., Ltd.",0.0,0.0,0.0,0.0,,,,0.0, , , , ,331844.0, ,VCS, , , , , , , ,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",https://registry.verra.org/app/projectDetail/VCS/4566, , , ,v 9  11-2023,,0.0,1.0
VCS640,Flathead Electric Cooperative Landfill Gas to Energy Project,VCS,No,Verification approval requested,Waste Management,Landfill Methane,Reduction,AMS-III.G.,North America,United States, , ,Flathead Electric Cooperative,281230.0,196498.0,84732.0,0.0,,,2009.0,0.0, , , , ,14510.0, ,VCS, , , , , ,2011-06-24 00:00:00, ,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://registry.verra.org/app/projectDetail/VCS/640, , , ,v 1  12-2020,,2009.0,1.0
GS11032, GS7591 VPA 40 Rwanda Community Safe Water Project,GOLD,No,Listed,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub-Saharan Africa,Rwanda, , ,CO2balance UK ltd,0.0,0.0,0.0,0.0,,,,0.0, , , , ,60000, ,GOLD, , ,7591,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS11032, , , ,v 7  12-2022,,0.0,1.0
CAR1384,Mosquito 2019,CAR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,CALIFORNIA,Redding,Sierra Pacific Industries,504480.0,0.0,504480.0,107664.0,,,2020.0,0.0,Sierra Pacific Industries,Sierra Pacific Industries, ,SCS Global Services, , ,CAR,Active Registry Project,CAFR6384, ,No,2019-10-29 00:00:00,2022-08-30 00:00:00, ,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1384, , , ,v 1  12-2020,,2020.0,1.0
ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,ACR,Compliance, ,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,TENNESSEE,The Tennessee River Gorge,Tennessee River Gorge Trust,344849.0,322754.0,22095.0,82159.0,,,2016.0,0.0, , , ,SCS Global Services (Scientific Certification Systems), , ,ARB,Listed - Active ARB Project,CAFR5204, ,No, , , ,Forest Carbon,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=256, , , ,v 1  12-2020,,2016.0,1.0
GS11462,S2 Cameroun (Noun and Mifi departments) Cookstove VPA 002 ,GOLD,No,Listed,Household & Community,Cookstoves,Reduction,GS TPDDTEC v3.1,Sub-Saharan Africa,Cameroon, , ,EcoAct,0.0,0.0,0.0,0.0,,,,0.0, , , , ,60000, ,GOLD, , ,11253,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS11462, , , ,v 6  11-2022,,0.0,1.0
VCS3512,Global Cookstove Program (Phase 43),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,India, , ,EKI Energy Services Limited,0.0,0.0,0.0,0.0,,,,0.0, , , , ,7249, ,VCS, , , , , , , ,Energy demand,https://registry.verra.org/app/projectDetail/VCS/3512, , , ,v 6  11-2022,,0.0,1.0
GS7528,IBB Biomethanation Plant Project,GOLD,No,Listed,Waste Management,Landfill Methane,Reduction,ACM0022 Alternative waste treatment processes,Western Asia,Türkiye, , ,ISTAÃ‡ A.S.,0.0,0.0,0.0,0.0,,,,0.0, , , , ,260627, ,GOLD, , , ,No, , , ,Biogas - Cogeneration,https://registry.goldstandard.org/projects?q=GS7528, , , ,v 1  12-2020,,0.0,1.0
CAR1408,Lassen,CAR,Compliance,Registered,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,CALIFORNIA,Shasta County,Sierra Pacific Industries,601493.0,0.0,601493.0,128367.0,,,2021.0,0.0,Sierra Pacific Industries,Sierra Pacific Industries, ,SCS Global Services, , ,ARB,Active Registry Project,CAFR6408, ,No,2020-08-17 00:00:00,2022-06-07 00:00:00, ,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1408, ,Project combined with CAR1402 and CAR1407, ,v 1  12-2020,,2021.0,1.0
GS1225,National Programme for Improved Cookstoves in India,GOLD,No,Gold Standard Certified Design,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Southern Asia,India, , ,SSS-NIRE,0.0,0.0,0.0,0.0,,,,0.0, , , , ,1, ,GOLD, , ,1225,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS1225, , , ,v 1  12-2020,,0.0,1.0
ACR966,Heartland Methane Abatement and Land Restoration Project 2,ACR,No,Listed,Industrial & Commercial,Plugging Oil & Gas Wells,Reduction,Plugging Orphan Oil and Gas Wells in the U.S. and Canada,North America,United States,OKLAHOMA,"BLAINE, KINGFISHER, NOWATA AND WASHINGTON COUNTIES","Rebellion Energy Solutions, LLC",0.0,0.0,0.0,0.0,,,,0.0, , , , , , ,ACR,Not ARB or Ecology Eligible, , , , , , ,Industrial Process Emissions,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=966,https://rebellionenergy.com/, , ,v10  12-2023,,0.0,1.0
GS689,Zhaoyang rural household biogas tank program,GOLD,No,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,GS Baseline and Monitoring Methodology Biodigester v1.,Eastern Asia,China, , ,Initiative Developpement,20240.0,11473.0,8767.0,0.0,,,2009.0,0.0, , , , ,2816, ,GOLD, , , ,No, , , ,Biogas - Heat,https://registry.goldstandard.org/projects?q=GS689, , , ,v 1  12-2020,,2009.0,1.0
CAR1217,Finite Carbon - West Grand Lake IFM,CAR,Compliance,Registered,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,MAINE,Washington County,Downeast Lakes Land Trust,573302.0,544539.0,28763.0,136234.0,,6998.0,2015.0,6998.0,Downeast Lakes Land Trust,Downeast Lakes Land Trust, ,"S&A Carbon, LLC", , ,ARB,Active ARB Project,CAFR5317, ,No,2015-11-04 00:00:00,2016-05-17 00:00:00, ,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1217, , , ,v 1  12-2020,,2015.0,1.0
GS12215,Improved Cookstoves and Healthy Lives in Nepal,GOLD,No,Listed,Household & Community,Cookstoves,Reduction,"The Gold Standard Simplified Methodology for Clean and Efficient Cookstoves, Version 3.0",Southern Asia,Nepal, , ,Antj Becker,0.0,0.0,0.0,0.0,,,,0.0, , , , ,50000, ,GOLD, , , ,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS12215, , , ,v10  12-2023,,0.0,1.0
VCS2637,Yunnan Jinping IFM (conversion of logged to protected forest) Project,VCS,No,Inactive,Forestry & Land Use,Improved Forest Management,Mixed,VM0010,Eastern Asia,China, , ,Multiple Proponents,0.0,0.0,0.0,0.0,,,,0.0, , , , ,30650, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/2637, , , ,v 4  12-2021,,0.0,1.0
CAR1180,Mailliard Ranch,CAR,Compliance,Registered,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,CALIFORNIA,Mendocino County,"Mailliard Ranch, a California Limited Partnership",984645.0,764870.0,219775.0,210313.0,,,2016.0,1000.0,"Mailliard Ranch, a California Limited Partnership",Mailliard Ranch,James D. Clark, , , ,ARB,Active ARB Project,CAFR5280, ,No,2015-10-28 00:00:00,2017-04-27 00:00:00, ,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1180, , , ,v 1  12-2020,,2016.0,1.0
GS1348,CERIT 90 MW WPP,GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Western Asia,Türkiye, , ,Pakmem Elektrik Uretim Sanayi ve Ticaret A.Ş,262697.0,5838.0,256859.0,0.0,,,2019.0,0.0, , , , ,150000, ,GOLD, , , ,No, , , ,Wind,https://registry.goldstandard.org/projects?q=GS1348, , , ,v 1  12-2020,,2019.0,1.0
GS11499,GS11450 - MicroEnergy Credits – Microfinance for Clean Energy Product Lines – India - CPA 23 - Clear Sky Partners – GS11499,GOLD,No,Gold Standard Certified Project,Household & Community,Bundled Energy Efficiency,Reduction,AMS-I.A. Electricity generation by the user,Southern Asia,India, , ,MicroEnergy Credits,57955.0,0.0,57955.0,0.0,,,2021.0,0.0, , , , ,254633, ,GOLD, , ,11450,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS11499, , , ,v 6  11-2022,,2021.0,1.0
VCS3659,Nesa Solar PV Grouped Project,VCS,No,Registration requested,Renewable Energy,Solar - Distributed,Reduction,AMS-I.F.,Sub-Saharan Africa,South Africa, , ,Nesa Power,0.0,0.0,0.0,0.0,,,,0.0, , , , ,7662, ,VCS, , , , , , , ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/3659, , , ,v 6  11-2022,,0.0,1.0
VCS2404,Reforestation of degraded land by MTPL in India,VCS,No,Registered,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0001,Southern Asia,India, , ,Mangalam Timber Products Limited,1223324.0,610915.0,612409.0,135925.0,,,2011.0,0.0, , , , ,146998, ,VCS, , , , , ,44623, ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/2404, , , ,v 2  05-2021,,2011.0,1.0
VCS3557,Bundled Solar Power Project by Sun Source Energy Private Limited 01,VCS,No,Registration and verification approval requested,Renewable Energy,Solar - Distributed,Reduction,AMS-I.F.,Southern Asia,India, , ,Sun Source Energy Private Limited.,0.0,0.0,0.0,0.0,,,,0.0, , , , ,19763, ,VCS, , , , , , , ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/3557, , , ,v 6  11-2022,,0.0,1.0
VCS1078,Guangdong Zhanjiang Yangqian 49.5MW Wind Power Project,VCS,No,Late to verify,Renewable Energy,Wind,Reduction,ACM0002,Eastern Asia,China, , ,Guangdong Yudean Zhanjiang Wind Power Co.Ltd,47532.0,37827.0,9705.0,0.0,,,2010.0,0.0, , , , ,79683, ,VCS, , , , , ,2013-06-10 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/1078, , , ,v 1  12-2020,,2010.0,1.0
GS5642,Burn Stoves Project in Kenya,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v3.1,Sub-Saharan Africa,Kenya, , ,ECOA Climate Capital,2550386.0,1512128.0,1038258.0,0.0,,,2016.0,0.0, , , , ,144000, ,GOLD, , , ,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS5642, , ,The project developer through v10 was Burn Manufacturing Co.,v 1  12-2020,,2016.0,1.0
VCS4792,"RECOVERY AND AVOIDANCE OF METHANE FROM INDUSTRIAL WASTEWATER TREATMENT PROJECT AT TSE GROUP, INDONESIA",VCS,No,Under validation,Waste Management,Methane Recovery in Wastewater,Reduction,AMS-III.H.,South-Eastern Asia,Indonesia, , ,KNOWLEDGE INTEGRATION SERVICES SINGAPORE PTE. LTD.,0.0,0.0,0.0,0.0,,,,0.0, , , , ,59796.0, ,VCS, , , , , , , ,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://registry.verra.org/app/projectDetail/VCS/4792, , , ,v11  03-2024,,0.0,1.0
GS10665,GS1247 VPA 233 Sierra Leone Safe Water,GOLD,No,Gold Standard Certified Design,Household & Community,Community Boreholes,Reduction,GS TPDDTEC v 1.,Sub-Saharan Africa,Sierra Leone, , ,CO2balance UK ltd,0.0,0.0,0.0,0.0,,,,0.0, , , , ,10000, ,GOLD, , ,1247,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS10665, , , ,v 1  12-2020,,0.0,1.0
GS1059,Rural Education for Development Society (REDS) Photovoltaic Lighting Project,GOLD,No,Gold Standard Certified Project,Renewable Energy,Solar Lighting,Reduction,AMS-I.L. Electrification of rural communities using renewable energy,Southern Asia,India, , ,Rural Education for Development Society,9890.0,9862.0,28.0,0.0,,,2012.0,0.0, , , , ,1461, ,GOLD, , , ,No, , , ,Solar Thermal - Electricity,https://registry.goldstandard.org/projects?q=GS1059, , , ,v 1  12-2020,,2012.0,1.0
VCS746,Pawan Urja Vistaran: Small entities combined wind power project in India - 2004,VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,Southern Asia,India, , ,Multiple Proponents,29911.0,29911.0,0.0,0.0,,,2007.0,0.0, , , , ,21539.0, ,VCS, , , , , ,2020-04-06 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/746, , , ,v 1  12-2020,,2007.0,1.0
VCS625,21.05 MW bundled wind energy project in Maharashtra aggregated by Resurge Energy Private Limited,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,Southern Asia,India, , ,RESURGE ENERGY PRIVATE LIMITED,59359.0,59359.0,0.0,0.0,,,2006.0,0.0, , , , ,31434.0, ,VCS, , , , , ,2020-04-06 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/625, , , ,v 1  12-2020,,2006.0,1.0
VCS977,RMDLT Portel - Para REDD Project,VCS,No,On Hold - see notification letter,Forestry & Land Use,REDD+,Reduction,VM0015,Latin America and the Caribbean,Brazil, , ,RMDLT Property Group Ltd.,7087396.0,6432349.0,655047.0,969805.0,,,2012.0,0.0, , , , ,553273.0, ,VCS, , , , , ,2020-04-06 00:00:00,CCB-Gold,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/977, , , ,v 1  12-2020,,2012.0,1.0
VCS297,"Generation of Electricity from 3.2 MW Capacity Wind Mills by Gujarat JHM Hotels Ltd at Bhambarwadi, Maharashtra",VCS,No,Registered,Renewable Energy,Wind,Reduction, ,Southern Asia,India, , ,Gujarat JHM Hotels Ltd,0.0,0.0,0.0,0.0,,,,0.0, , , , ,5082, ,VCS, , , , , ,2020-04-06 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/297, , , ,v 1  12-2020,,0.0,1.0
GS4253,Puringla Sazagua Small Scale Hydropower Project,GOLD,No,Gold Standard Certified Project,Renewable Energy,Hydropower,Reduction,Not provided,Latin America and the Caribbean,Honduras, , ,Carbonbay GmbH & Co. KG,0.0,0.0,0.0,0.0,,,,0.0, , , , ,29185, ,GOLD, , ,3552,No, , , ,"Small, Low - Impact Hydro",https://registry.goldstandard.org/projects?q=GS4253, , , ,v 1  12-2020,,0.0,1.0
GS2097,GS2096_CPA-Replacement of traditional charcoal stoves with efficient EcoRecho stoves in Haiti,GOLD,No,Gold Standard Certified Design,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Latin America and the Caribbean,Haiti, , ,Enel Trade,0.0,0.0,0.0,0.0,,,,0.0, , , , ,41227, ,GOLD, , ,2096,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS2097, , , ,v 1  12-2020,,0.0,1.0
VCS600,Yeong Yang 61.5 MW Wind Farm Project,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,Eastern Asia,South Korea, , ,Yeong Yang Wind Power Corporation,21517.0,18540.0,2977.0,0.0,,,2009.0,0.0, , , , ,112812.0, ,VCS, , , , , ,2020-04-06 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/600, , , ,v 1  12-2020,,2009.0,1.0
CAR1287,Perfect Cycle ODS-3,CAR,Compliance,Completed,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,"Bowling Green, Ohio","Perfect Score Too, LTD",52930.0,52930.0,0.0,0.0,,,2017.0,0.0,"Perfect Score Too, LTD","Perfect Score Technologies, LLC", ,"SES, Inc.", , ,ARB,Completed,CAOD5331, ,No,2017-12-01 00:00:00,2018-02-28 00:00:00, ,Ozone Depleting Substances - U.S. - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1287,www.perfectcycle.com, , ,v 1  12-2020,,2017.0,1.0
GS1085,EDINCIK Biogas Power  Plant,GOLD,No,Gold Standard Certified Design,Agriculture,Manure Methane Digester,Reduction,ACM0010 GHG emission reductions from manure management systems,Western Asia,Türkiye, , ,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,0.0,0.0,0.0,0.0,,,,0.0, , , , ,138208, ,GOLD, , , ,No, , , ,Biogas - Cogeneration,https://registry.goldstandard.org/projects?q=GS1085, , , ,v 1  12-2020,,0.0,1.0
GS7521,GS1366 VPA 24 Kilifi Borehole Rehabilitation Project ,GOLD,No,Gold Standard Certified Design,Household & Community,Community Boreholes,Reduction,GS TPDDTEC v 1.,Sub-Saharan Africa,Kenya, , ,CO2balance UK ltd,0.0,0.0,0.0,0.0,,,,0.0, , , , ,10000, ,GOLD, , ,1366.0,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS7521, , , ,v 1  12-2020,,0.0,1.0
